AGENCY_NAME,FACILITY_NAME,PERMIT_NUMBER,PDF_File,Shared_PDF,Comminution,Primary Clarification,Secondary Clarification,Chemical Precipitation,Unspecified Clarification,Screening/Microstrainer,Grit Removal,Equalization,Flotation,SBR,Oxidation Ditch,Pure Oxygen,Extended Aeration,Stepfeed,Unspecified AS,Facultative Lagoon,Aerated Lagoon,Anaerobic Lagoon,Polishing Lagoon,Stabilization Pond,Unspecified Lagoon,AO,A2O,MLE,UCT,Four Stage Bardenpho,Five Stage Bardenpho,Unspecified BNR,Chemical N Removal,Chemical P Removal,Unspecified Nutrient Removal,Secondary Filtration,Media Filtration,Biologically Active Filtration,Trickling Filter,Rotating Biological Contactor,Anaerobic Filter,Membrane Aerated Biofilm Reactor,Unspecified FFR,Nanofiltration,Electrodialysis Reversal,Electrodialysis,Reverse Osmosis,Ultrafiltration,Microfiltration,Membrane Bioreactor,Unspecified Membrane Process,Unspecified Filtration,Wetland,UV-AOP,Coagulation,Flocculation,Ion Exchange,Activated Carbon,Chlorination,Dechlorination,UV Disinfection,Ozonation,Thermal Disinfection,Unspecified Disinfection,Alum Addition,Ferric Chloride Addition,Polymer Addition,Lime Addition,Neutralization,Unspecified Chemical Addition,Anaerobic Digestion,Aerobic Digestion,Unspecified Digestion,Mechanical Dewatering,Centrifuge,Drying,Elutriation,Unspecified Dewatering,Thickening,Land Application,Biosolids Lagoon,Biosolids Landfill,Unspecified Disposal,MHI,FBI,Unspecified Incineration,Cogeneration,Heat Recovery
SOCWA-San Juan Creek Ocean O/F,SOCWA San Juan Creek Ocean Outfall,CA0107417,r9-2022-0005-a1_v3 signed dwg 03-28-24.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-San Juan Creek Ocean O/F,SMWD Oso Creek WRP,CA0107417,r9-2022-0005-a1_v3 signed dwg 03-28-24.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-San Juan Creek Ocean O/F,SMWD - Chiquita WRP,CA0107417,r9-2022-0005-a1_v3 signed dwg 03-28-24.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-San Juan Creek Ocean O/F,City of San Clemente WRP,CA0107417,r9-2022-0005-a1_v3 signed dwg 03-28-24.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Clemente City,City of San Clemente WRP,,r9-2022-0005-a1_v3 signed dwg 03-28-24.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-San Juan Creek Ocean O/F,SOCWA - 3A Treatment Plant,CA0107417,r9-2022-0005-a1_v3 signed dwg 03-28-24.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-San Juan Creek Ocean O/F,J.B. Latham Wastewater Treatment Plant,CA0107417,r9-2022-0005-a1_v3 signed dwg 03-28-24.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-San Juan Creek Ocean O/F,SOCWA San Juan Creek Ocean Outfall,CA0107417,r9_2022_0005_sjcoo_signature signed dwg 03-18-22.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-San Juan Creek Ocean O/F,SMWD Oso Creek WRP,CA0107417,r9_2022_0005_sjcoo_signature signed dwg 03-18-22.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-San Juan Creek Ocean O/F,SMWD - Chiquita WRP,CA0107417,r9_2022_0005_sjcoo_signature signed dwg 03-18-22.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-San Juan Creek Ocean O/F,City of San Clemente WRP,CA0107417,r9_2022_0005_sjcoo_signature signed dwg 03-18-22.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Clemente City,City of San Clemente WRP,,r9_2022_0005_sjcoo_signature signed dwg 03-18-22.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-San Juan Creek Ocean O/F,SOCWA - 3A Treatment Plant,CA0107417,r9_2022_0005_sjcoo_signature signed dwg 03-18-22.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-San Juan Creek Ocean O/F,J.B. Latham Wastewater Treatment Plant,CA0107417,r9_2022_0005_sjcoo_signature signed dwg 03-18-22.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sacramento Area Sewer District (SacSewer),EchoWater Resource Recovery Facility,CA0077682,r5-2021-0019-01_npdes.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sacramento Regional County Sanitation District (Regional San),EchoWater Resource Recovery Facility,,r5-2021-0019-01_npdes.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sacramento Area Sewer District (SacSewer),EchoWater Resource Recovery Facility,CA0077682,r5-2021-0019-02.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sacramento Regional County Sanitation District (Regional San),EchoWater Resource Recovery Facility,,r5-2021-0019-02.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sacramento Area Sewer District (SacSewer),EchoWater Resource Recovery Facility,CA0077682,r5-2021-0019_npdes.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sacramento Regional County Sanitation District (Regional San),EchoWater Resource Recovery Facility,,r5-2021-0019_npdes.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sacramento City,Sac City Combined WW Collection/TRT Sys,CA0079111,r5-2026-0003_npdes.pdf,No,0,PRESENT,0,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samoa Pacific Group LLC,Samoa Pacific WWTP (Samoa Town Site),CA1000001,20_0005_Samoa WWTF_NPDES.pdf,No,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0
San Andreas SD,San Andreas SD WWTP,CA0079464,R5-2024-0025_npdes.pdf,No,0,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT_AND_FUTURE,0,PRESENT,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0
San Bernardino City Municipal Water Dept,Margaret H Chandler WWRF,,R8-2017-0049_SBMWDWRF.pdf,No,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0
San Diego City Metropolitan Wastewater Dept (Public Utilities),City of San Diego North City Pure Water Facility,CA0109398,Adopted Amended OrderNo.R9-2020-0001 signed dwg 08-13-20.pdf,Yes,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,PRESENT,0,0,0,0,0,PRESENT,0,0,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Diego City Metropolitan Wastewater Dept (Public Utilities),North City WRP,,Adopted Amended OrderNo.R9-2020-0001 signed dwg 08-13-20.pdf,Yes,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,PRESENT,0,0,0,0,0,PRESENT,0,0,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Diego City Metropolitan Wastewater Dept (Public Utilities),South Bay WRP,CA0109045,r9-2021-0011.pdf,Yes,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0
San Elijo Joint Powers,San Elijo Water Campus,,CA0107999_OrderR920180003.pdf,Yes,0,PRESENT,PRESENT,0,PRESENT,PRESENT_AND_FUTURE,PRESENT,PRESENT,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,PRESENT,PRESENT,0,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,PRESENT,0,0,PRESENT,0,0,0,0,0,0
San Francisco International Airport,SF Arprt Mel Leong TP-Industrl,CA0038318,SFO Aiport NPDES Permit Order R2-2025-0002.pdf,Yes,0,0,0,0,0,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FUTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FUTURE,0,0,0,0,0,0,0,PRESENT,PRESENT,FUTURE,FUTURE,PRESENT,PRESENT,FUTURE,0,0,PRESENT_AND_FUTURE,0,0,PRESENT,0,PRESENT,0,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0
San Francisco International Airport,SF Airport Mel Leong TP-Sanitary Waste,CA0038318,SFO Aiport NPDES Permit Order R2-2025-0002.pdf,Yes,0,0,0,0,0,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FUTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FUTURE,0,0,0,0,0,0,0,PRESENT,PRESENT,FUTURE,FUTURE,PRESENT,PRESENT,FUTURE,0,0,PRESENT_AND_FUTURE,0,0,PRESENT,0,PRESENT,0,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0
San Francisco Public Utilities Commission,"SF-SE Water Pollution Control Plant, N-Point & Bayside",CA0038873,R2-2013-0029.pdf,No,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,FUTURE,0,PRESENT,PRESENT,0,0,0,PRESENT,0,PRESENT,0,PRESENT,0,0,PRESENT_AND_FUTURE,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0
San Francisco Public Utilities Commission,SF - OCEANSIDE Water Pollution Control Plant,CA0037681,R2-2019-0028.pdf,No,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0
San Jose City,San Jose/Santa Clara WPCP,CA0037842,CA0037842 San Jose Order R2-2025-0027.pdf,No,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,PRESENT,FUTURE,0,0,0,PRESENT,0,PRESENT_AND_FUTURE,PRESENT,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,0,PRESENT_AND_FUTURE,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0
San Juan Bautista City,San Juan Bautista WWTP,CA0047902,NPDES R3-2009-0019 for San Juan Bautista WWTP.pdf,No,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,0,PRESENT,0,0,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Leandro City,"San Leandro, City of",CA0038881,R2-2022-0006.pdf,No,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,PRESENT,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0
San Luis Obispo City,San Luis Obispo WWTP,CA0049224,Order R3-2024-0001.pdf,No,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,PRESENT,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,PRESENT,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,0,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,0,0
San Mateo City,San Mateo WWTP,CA0037541,R2-2023-0017.pdf,No,0,PRESENT,PRESENT,0,PRESENT,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,PRESENT,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0
San Simeon CSD,San Simeon WWTP,CA0047961,Order R3-2022-0003_signed.pdf,No,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0
Santa Barbara City PWD,El Estero Water Resource Center NPDES,,El Estero_Final_Permit_2019-0046 pkg eff 2-1-20.pdf,No,0,PRESENT,PRESENT,0,PRESENT,0,PRESENT,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,PRESENT,PRESENT,0,0,PRESENT,PRESENT,0,PRESENT,PRESENT,0,PRESENT,PRESENT,0,0,0,PRESENT,PRESENT,0,0,PRESENT,0,0,0,0,0,0
Santa Rosa City Dept of Public Works,Santa Rosa Laguna Subregional Water Reclamation Facility,CA0022764,20_0012_SantaRosa-LagunaWWTF_NPDES.pdf,No,0,PRESENT,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,FUTURE,0,0,PRESENT_AND_FUTURE,PRESENT,0,PRESENT,0,0,0,0,0,FUTURE,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0
Sausalito-Marin City San District,Sausalito Marin City STP,CA0038067,NPDES Order R2-2023-0022.pdf,No,0,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotts Valley,Scotts Valley WWTP,,Scotts Valley WWTP NPDES Permit R3-2013-0001.pdf,No,0,0,0,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0
Seeley Cnty WD,Seeley CWD WWTP,CA0105023,R7-2023-0003.pdf,No,PRESENT,0,0,0,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,PRESENT,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,FUTURE,0,0,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,FUTURE,0,0,0,0,0,0,0,0,0,0
Sewerage Agency of Southern Marin,Sewerage Agency of Southern Marin (SASM) WWTP,CA0037711,R2-2023-0021.pdf,No,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,PRESENT,PRESENT,0,0,0,PRESENT,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0
Sewerage Commission Oroville Region,Sewerage Commission Oroville Region WWTP,CA0079235,r5-2021-0044_npdes.pdf,No,0,PRESENT,PRESENT_AND_FUTURE,0,PRESENT_AND_FUTURE,PRESENT,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,FUTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,PRESENT,FUTURE,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0
Shasta CSA #17,Cottonwood WWTP,CA0081507,r5-2024-0026_npdes.pdf,No,PRESENT,0,0,0,PRESENT,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0
Shasta Lake City,Shasta Lake WWTF,CA0079511,r5-2020-0058_npdes.pdf,No,0,0,PRESENT,0,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0
