FACILITY_UNIT_PROCESS_ID,CWNS_ID,FACILITY_ID,STATE_CODE,INFRASTRUCTURE_TYPE,TREATMENT_TYPE,UNIT_PROCESS,EXISTING_FLAG,PLANNED_FLAG,UNIT_PROCESS_NOTES
2859,13000000375,3607446,GA,Decentralized Wastewater Treatment,Decentralized,Septic tank,,Y,
582,54000000021,3607447,WV,Wastewater,Preliminary treatment,Screening,,Y,
583,54000000021,3607447,WV,Wastewater,Disinfection,"Disinfection, UV",,Y,
584,54000000021,3607447,WV,Wastewater,Nutrient Removal and additional treatment,Biological N removal,,Y,
2854,13000000376,3607449,GA,Decentralized Wastewater Treatment,Decentralized,Septic tank,,Y,
2870,13000000377,3607450,GA,Decentralized Wastewater Treatment,Decentralized,Septic tank,,Y,
590,02000123001,1104804,AK,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,
589,02000123001,1104804,AK,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,
592,02000123001,1104804,AK,Wastewater,Solids handling,Biosolids Chemical Addition,Y,,
594,02000123001,1104804,AK,Wastewater,Disinfection,"Disinfection, UV",Y,,
585,02000123001,1104804,AK,Wastewater,Preliminary treatment,Flow Equalization,Y,,
586,02000123001,1104804,AK,Wastewater,Preliminary treatment,Screening,Y,,
587,02000123001,1104804,AK,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,
588,02000123001,1104804,AK,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,Secondary clarifiers
2851,13000000378,3607451,GA,Decentralized Wastewater Treatment,Decentralized,Septic tank,,Y,
252,29000000032,3607389,MO,Wastewater,Secondary treatment,"Activated Sludge, Conventional",Y,,activated sludge
254,29000000032,3607389,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
251,29000000032,3607389,MO,Wastewater,Preliminary treatment,Screening,Y,,
253,29000000032,3607389,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
603,29000000071,3607453,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,Aerated sludge holding and aeration basin
687,29000000071,3607453,MO,Wastewater,Preliminary treatment,Screening,Y,,
688,29000000071,3607453,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
689,29000000071,3607453,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
2846,13000000379,3607456,GA,Decentralized Wastewater Treatment,Decentralized,Septic tank,,Y,
2867,13000000380,3607457,GA,Decentralized Wastewater Treatment,Decentralized,Septic tank,,Y,
2872,13000000381,3607458,GA,Decentralized Wastewater Treatment,Decentralized,Septic tank,,Y,
2863,13000000382,3607459,GA,Decentralized Wastewater Treatment,Decentralized,Septic tank,,Y,
681,29003510001,1133977,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
609,29003510001,1133977,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
2827,13000000383,3607460,GA,Decentralized Wastewater Treatment,Decentralized,Septic tank,,Y,
2829,13000000384,3607461,GA,Decentralized Wastewater Treatment,Decentralized,Septic tank,,Y,
2830,13000000385,3607462,GA,Decentralized Wastewater Treatment,Decentralized,Septic tank,,Y,
612,29000000072,3607463,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
610,29000000072,3607463,MO,Wastewater,Preliminary treatment,Flow Equalization,Y,,
611,29000000072,3607463,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,Extended aeration
613,29000000072,3607463,MO,Wastewater,Disinfection,Dechlorination,Y,,
614,29000000072,3607463,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
839,29000000073,3607464,MO,Wastewater,Preliminary treatment,Screening,Y,,
840,29000000073,3607464,MO,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,recirculating sand filter
2828,13000000386,3607465,GA,Decentralized Wastewater Treatment,Decentralized,Septic tank,,Y,
619,29004028001,1134052,MO,Wastewater,Preliminary treatment,Screening,Y,,
621,29004028001,1134052,MO,Wastewater,Preliminary treatment,Flow Equalization,Y,,
625,29004028001,1134052,MO,Wastewater,Preliminary treatment,Screening,,Y,
622,29004028001,1134052,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
620,29004028001,1134052,MO,Wastewater,Secondary treatment,Reactor (Oxidation Ditch),Y,,Oxidation ditch
623,29004028001,1134052,MO,Wastewater,Disinfection,"Disinfection, UV",,Y,
624,29004028001,1134052,MO,Wastewater,Preliminary treatment,Flow Equalization,,Y,
2858,13000000387,3607466,GA,Decentralized Wastewater Treatment,Decentralized,Septic tank,,Y,
680,29000000074,3607467,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
649,29000000074,3607467,MO,Wastewater,Secondary treatment,"Activated Sludge, Conventional",Y,,Activated sludge treatment
678,29000000074,3607467,MO,Wastewater,Preliminary treatment,Screening,Y,,
679,29000000074,3607467,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
696,29000000075,3607470,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
694,29000000075,3607470,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
695,29000000075,3607470,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
692,29000000075,3607470,MO,Wastewater,Preliminary treatment,Screening,Y,,
693,29000000075,3607470,MO,Wastewater,Preliminary treatment,Flow Equalization,Y,,
754,29002461001,1233259,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
2736,29002461001,1233259,MO,Wastewater,Secondary treatment,"Lagoon, Aerated",,Y,NitrOx
804,29000000077,3607475,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
809,29003004001,1133890,MO,Wastewater,Disinfection,"Disinfection, UV",,Y,
807,29003004001,1133890,MO,Wastewater,Preliminary treatment,Screening,Y,,
808,29003004001,1133890,MO,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,Recirculating sand filter
737,02000115001,1104796,AK,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
851,29002480001,1133862,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
3977,29002480001,1133862,MO,Wastewater,Secondary treatment,"Attached Growth, Aerobic",,Y,SAGR
855,29000000078,3607477,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
853,29000000078,3607477,MO,Wastewater,Preliminary treatment,Screening,Y,,
854,29000000078,3607477,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
856,29000000078,3607477,MO,Wastewater,Disinfection,Dechlorination,Y,,
857,29000000078,3607477,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
861,29000000080,3607479,MO,Wastewater,Preliminary treatment,Screening,Y,,septic tank
862,29000000080,3607479,MO,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,recirculating sand filter
880,29000000081,3607480,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
882,29000000082,3607481,MO,Wastewater,Preliminary treatment,Screening,Y,,recirculating pea gravel filter
883,29000000082,3607481,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
902,29000000084,3607483,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
903,29000000084,3607483,MO,Wastewater,Disinfection,Dechlorination,Y,,
896,29000000084,3607483,MO,Wastewater,Preliminary treatment,Screening,Y,,
899,29000000084,3607483,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
904,29000000084,3607483,MO,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,
898,29000000084,3607483,MO,Wastewater,Preliminary treatment,Flow Equalization,Y,,
901,29000000084,3607483,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
910,29000000085,3607484,MO,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,
906,29000000085,3607484,MO,Wastewater,Nutrient Removal and additional treatment,Chemical P Removal,Y,,
907,29000000085,3607484,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
905,29000000085,3607484,MO,Wastewater,Preliminary treatment,Screening,Y,,
908,29000000085,3607484,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
909,29000000085,3607484,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
914,29000000086,3607485,MO,Wastewater,Preliminary treatment,Screening,Y,,
915,29000000086,3607485,MO,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,recirculating sand filter
923,29000000087,3607486,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
944,29001181000,1133504,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
950,29001181000,1133504,MO,Wastewater,Disinfection,Dechlorination,Y,,
949,29001181000,1133504,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
980,29000000088,3607487,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
977,29000000088,3607487,MO,Wastewater,Preliminary treatment,Screening,Y,,
978,29000000088,3607487,MO,Wastewater,Preliminary treatment,Flow Equalization,Y,,
979,29000000088,3607487,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
981,29000000088,3607487,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
98,13000000097,3607000,GA,Stormwater,Green infrastructure,Permeable pavement,Y,,"11,500 square feet on Goulding Place"
95,13000000097,3607000,GA,Stormwater,Green infrastructure,Infiltration trench,Y,,23 miles of roadside ditches as of 2019
96,13000000097,3607000,GA,Stormwater,Green infrastructure,Permeable pavement,Y,,"4000, square feet on East Alley"
97,13000000097,3607000,GA,Stormwater,Green infrastructure,Permeable pavement,Y,,"10,000 square feet on Myrtle Street and Zion Circle"
99,13000000097,3607000,GA,Stormwater,Green infrastructure,Bioretention,Y,,"10,000 square feet of bioretention gardens at Roswell Area Park"
93,13000000097,3607000,GA,Stormwater,Gray infrastructure,Gray stormwater conveyance,Y,,143 miles of conveyance storm pipe as of 2019
94,13000000097,3607000,GA,Stormwater,Gray infrastructure,Underground storage,Y,,"5,263 catch basins as of 2019"
1141,54001902001,1094881,WV,Wastewater,Nutrient Removal and additional treatment,Biological N removal,Y,,
1138,54001902001,1094881,WV,Wastewater,Preliminary treatment,Screening,Y,,
1139,54001902001,1094881,WV,Wastewater,Preliminary treatment,Flow Equalization,Y,,
1140,54001902001,1094881,WV,Wastewater,Full Advanced Treatment for Potable Reuse,Microfiltration (MF),Y,,
1142,54001902001,1094881,WV,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
1047,29000000091,3607492,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1043,29000000091,3607492,MO,Wastewater,Preliminary treatment,Screening,Y,,
1045,29000000091,3607492,MO,Wastewater,Secondary treatment,"Biological Treatment, Other",Y,,aerated fixed film biological reactor
1046,29000000091,3607492,MO,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,recirculating sand filter
1052,29000000092,3607494,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
1053,29000000092,3607494,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1068,29000000093,3607495,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
1069,29000000093,3607495,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1071,29000000094,3607496,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
940,54003206001,1095097,WV,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
939,54003206001,1095097,WV,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
1103,29002495001,1133870,MO,Wastewater,Disinfection,"Disinfection, UV",,Y,
1101,29002495001,1133870,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
105,13000000152,3607065,GA,Stormwater,Gray infrastructure,Gray stormwater conveyance,Y,,"2,301 Drop inlets"
102,13000000152,3607065,GA,Stormwater,Gray infrastructure,Gray stormwater conveyance,Y,,10.9 miles of Culverts
106,13000000152,3607065,GA,Stormwater,Gray infrastructure,Gray stormwater conveyance,Y,,9 Detention and Retention Ponds
104,13000000152,3607065,GA,Stormwater,Gray infrastructure,Gray stormwater conveyance,Y,,288 Headwall inlets
101,13000000152,3607065,GA,Stormwater,Gray infrastructure,Gray stormwater conveyance,Y,,181.6 miles of Storm Sewers
103,13000000152,3607065,GA,Stormwater,Gray infrastructure,Gray stormwater conveyance,Y,,"10,349 Catch Basins"
1131,29002320001,1233250,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
1152,29000000095,3607500,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
1153,29000000095,3607500,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1158,29004159001,1134169,MO,Wastewater,Secondary treatment,"Lagoon, Other",Y,,Lemna lagoon system
1157,29004159001,1134169,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1156,29004159001,1134169,MO,Wastewater,Preliminary treatment,Screening,Y,,
1159,29004159001,1134169,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,Lemna polishing reactor and aeration system
1160,29004009001,1233289,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
1162,29004159002,1134170,MO,Wastewater,Secondary treatment,Reactor (Oxidation Ditch),Y,,oxidation ditch
1163,29004159002,1134170,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1161,29004159002,1134170,MO,Wastewater,Preliminary treatment,Screening,Y,,
1164,29004159002,1134170,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
1171,29000000096,3607502,MO,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,recirculating sand filter
1170,29000000096,3607502,MO,Wastewater,Preliminary treatment,Screening,Y,,septic tank
1213,29000000098,3607508,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
1212,29000000098,3607508,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
7389,09001010002,3604954,CT,Decentralized Wastewater Treatment,Decentralized,Septic tank,Y,,
6870,50000200104,3605117,VT,Decentralized Wastewater Treatment,Decentralized,Septic tank,Y,,
6874,50000200104,3605117,VT,Decentralized Wastewater Treatment,Decentralized,Other non-centralized treatment,,Y,
6871,50000200104,3605117,VT,Decentralized Wastewater Treatment,Decentralized,Leach field,Y,,
6873,50000200104,3605117,VT,Decentralized Wastewater Treatment,Decentralized,Leach field,,Y,
6872,50000200104,3605117,VT,Decentralized Wastewater Treatment,Decentralized,Septic tank,,Y,
1290,29001058002,1133339,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
1307,29002443001,1233257,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
1310,29000000101,3607521,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
1311,29000000101,3607521,MO,Wastewater,Disinfection,Dechlorination,Y,,
1312,29000000101,3607521,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
7239,12000000023,3607526,FL,Stormwater,Gray infrastructure,Gray stormwater conveyance,Y,,
5664,12000000024,3607527,FL,Stormwater,Gray infrastructure,Gray stormwater conveyance,,Y,
1313,29000000102,3607530,MO,Wastewater,Preliminary treatment,Screening,Y,,
1314,29000000102,3607530,MO,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,recirculating sand filter
1322,29000000104,3607532,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
1350,29003005001,1133891,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
1352,29000000107,3607536,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
2441,29000000107,3607536,MO,Wastewater,Disinfection,"Disinfection, UV",,Y,
1353,29000000108,3607537,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
1354,29000000109,3607539,MO,Wastewater,Preliminary treatment,Screening,Y,,
1355,29000000109,3607539,MO,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,recirculating sand filter
1356,29000000109,3607539,MO,Wastewater,Disinfection,Dechlorination,Y,,
1357,29000000109,3607539,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
7409,09000410002,3604609,CT,Decentralized Wastewater Treatment,Decentralized,Other non-centralized treatment,Y,,
7408,09000410002,3604609,CT,Decentralized Wastewater Treatment,Decentralized,Septic tank,Y,,
469,29000852003,1133220,MO,Wastewater,Nutrient Removal and additional treatment,Chemical P Removal,Y,,
467,29000852003,1133220,MO,Wastewater,Preliminary treatment,Screening,Y,,
471,29000852003,1133220,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
468,29000852003,1133220,MO,Wastewater,Preliminary treatment,Flow Equalization,Y,,
470,29000852003,1133220,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
3151,29000852003,1133220,MO,Wastewater,Solids handling,Biosolids Mechanical Dewatering,,Y,
1965,29002373001,1133811,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
235,29002498003,1133875,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
2717,29002214011,3536985,MO,Wastewater,Preliminary treatment,Flow Equalization,Y,,
2718,29002214011,3536985,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,Extended aeration
2720,29002214011,3536985,MO,Wastewater,Disinfection,Dechlorination,Y,,
2719,29002214011,3536985,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
313,29004105001,1134114,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
6651,21000013001,1139477,KY,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
6650,21000013001,1139477,KY,Wastewater,Disinfection,"Disinfection, UV",Y,,
7300,12000108001,2857625,FL,Wastewater,Preliminary treatment,Screening,Y,,
7301,12000108001,2857625,FL,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
7302,12000108001,2857625,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
7303,12000108001,2857625,FL,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
848,29002296001,1133770,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,"complete-mix primary, partial mix secondary, quiescent tertiary"
847,29002296001,1133770,MO,Wastewater,Preliminary treatment,Screening,Y,,
849,29002296001,1133770,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,seasonal
2745,29003010001,1133894,MO,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,Recirculating sand filter
