Agency,Agency Address,Facility Name,Facility Address,Latitude,Longitude,Place/Project Type,SIC/NAICS,County,Region,Program,Regulatory Measure Status,Regulatory Measure Type,Order No.,WDID,NPDES No.,Adoption Date,Effective Date,Termination Date,Expiration/Review Date,Design Flow,Major/Minor,Complexity,TTWQ,CAF Population,CAF Subtype,AEU,# Enforcement Actions within 5 years,# Violations within 5 years,Unnamed: 29
Los Angeles Cnty DPW Sewer Maintenance Div,"900 South Fremont Avenue, Alhambra, CA 91803",Lake Hughes Community WWTF,"17201 Elizabeth Lake, Lake Hughes, CA 93532",34.674201,-118.434688,Wastewater Treatment Facility,4952,Los Angeles,4,WDRMUNIOTH,Active,WDR,95-045,4B190134001,,04/03/1995,04/03/1995,,,.0935,,A,2,,,,0,4,
West Basin MWD,"17140 South Avalon Boulevard 210, Carson, CA 90746-1242",Edward C. Little Water Recycling Plant (Recycled Water Irrigation),"1935 Hughes Way, El Segundo, CA 90245",33.907954,-118.394561,Wastewater Treatment Facility,4952,Los Angeles,4,"NPDMUNILRG, NPDMUNIOTH, NPDNONMUNIPRCS, REC",Active,NPDES Permit,R4-2023-0368,4B190137001,CA0063401,02/01/2024,02/01/2024,,2029-02-01,5.2,"Major, Minor",C,3,,,,2,4,
West Basin MWD,"17140 South Avalon Boulevard 210, Carson, CA 90746-1242",Juanita Millender-McDonald Carson Regional Water Recycling Plant,"21029 South Wilmington Avenue, Carson, CA 90810",33.838705,-118.23703,Wastewater Treatment Facility,4941,Los Angeles,4,"NPDESWW, NPDNONMUNIPRCS",Active,NPDES Permit,R4-2024-0146,4B190137004,CA0064246,02/22/2024,04/01/2024,,2029-03-31,1.2,"Major, Minor",C,3,,,,0,0,
Malibu City,"23825 Stuart Ranch Road, Malibu, CA 90265-4861",Malibu Civic Center WWTF,"24000 Civic Center Way, Malibu, CA 90265",34.035804,-118.697727,Wastewater Treatment Facility,4952,Los Angeles,4,WDRMUNIOTH,Active,WDR,R4-2015-0051,4B190190002,,03/12/2015,03/12/2015,,,0.191,,B,2,,,,0,0,
US Navy Naval Facilities Engineering Command Southwest,"750 Pacific Highway, Evcore Floor 11, San Diego, CA 92132",San Clemente Island WWTP,"Naval Auxiliary Landing Field, San Clemente Island, CA",32.99722,-118.54583,Wastewater Treatment Facility,4952,Los Angeles,4,"DODNPDESWW, REC",Active,NPDES Permit,R4-2024-0182,4B190703003,CA0110175,04/25/2024,07/01/2024,,2029-06-30,0.06,Minor,B,1,,,,0,35,
Santa Catalina Island Company,"4  Park Plaza #420, Irvine, CA 92614","Two Harbors STP, Catalina Island","approx. 900 feet south of Isthmus Cove and on the eastern side of the isthmus, Two Harbors, CA 90704",33.438661,-118.495086,Wastewater Treatment Facility,4952,Los Angeles,4,WDRMUNIOTH,Active,WDR,R4-2013-0137,4B191002001,,09/12/2013,09/12/2013,,,.057,,B,3,,,,0,122,
"Point Dume MHC, LLC","29500 Heathercliff Road, Malibu, CA 90265",Point Dume Club WWRP,"29500 Heathercliff Road, Malibu, CA 90265",34.014191,-118.811949,Wastewater Treatment Facility,4952,Los Angeles,4,WDRMUNIOTH,Active,WDR,R4-2005-0041,4B191025004,,06/02/2005,06/02/2005,,2010-06-02,.1,,B,2,,,,0,17,
Tivoli Cove Homeowners Association,"26665 Seagull Way A221, Malibu, CA 90265",Tivoli Cove WWTP,"26665 Seagull Way, Malibu, CA 90265",34.029114,-118.753541,Wastewater Treatment Facility,1521,Los Angeles,4,WDRMUNIOTH,Active,WDR,00-053,4B191097001,,04/13/2000,04/13/2000,,,.045,,B,3,,,,0,0,
Malibu Bay Club HOA,"41000 Pacific Coast Highway, Malibu, CA 90265",Malibu Bay Club WWTP,"41000 Pacific Coast Highway, Ventura County, CA 90265",34.04946,-118.95381,Wastewater Treatment Facility,4952,Ventura,4,WDRMUNIOTH,Active,WDR,R4-2012-0073,4B561004001,,04/05/2012,04/05/2012,,2017-04-05,.055,,B,3,,,,0,3,
Chico City,"Po Box 3420, Chico, CA 95927",Chico Water Pollution Control Plant,"4827 Chico River Road, Chico, CA 95927",39.700058,-121.908067,Wastewater Treatment Facility,4952,Butte,5R,"NPDMUNILRG, NPDNONMUNIPRCS, SLIC",Active,NPDES Permit,R5-2022-0033,5A040102001,CA0079081,06/10/2022,08/01/2022,,2027-07-31,8.4,Major,A,1,,,,3,32,
City of Gridley,"685 Kentucky Avenue, Gridley, CA 95948",Gridley WWTF,"East Gridley Place, Gridley, CA 95948",39.36352,-121.65453,Wastewater Treatment Facility,4952,Butte,5R,WDRMUNILRG,Active,WDR,R5-2006-0127,5A040103001,,12/08/2006,12/08/2006,,2016-12-08,1.7,,B,2,,,,0,0,
Richvale Sanitary District,"Po Box 1, Richvale, CA 95974",Richvale WWTF,"Eucalyptus Road, Richvale, CA 95974",39.479464,-121.754444,Wastewater Treatment Facility,4952,Butte,5R,"NPDMUNIOTH, WDRMUNIOTH",Active,Enrollee - WDR,2014-0153-DWQ,5A040105002,,,06/01/2018,,2029-09-23,0.03,Minor,C,3,,,,0,0,
Sewerage Commission Oroville Region,"Po Box 1350, Oroville, CA 95965-1350",Sewerage Commission Oroville Region WWTP,"2880 South 5th Avenue, Oroville, CA 95965",39.4863584,-121.5656332,Wastewater Treatment Facility,4952,Butte,5R,"NPDMUNILRG, SLIC",Active,NPDES Permit,R5-2021-0044,5A040106001,CA0079235,08/13/2021,10/01/2021,,2026-09-30,6.5,Major,A,1,,,,2,5,
Butte Community College District,"3536 Butte Campus Drive, Oroville, CA 95965-8399",Butte College WWTP,"3536 Butte Campus Drive, Oroville, CA 95965",39.650585,-121.649239,Wastewater Treatment Facility,4151(+),Butte,5R,WDRMUNILRG,Active,Enrollee - WDR,2014-0153-DWQ,5A040107001,,12/05/2019,12/05/2019,,2029-12-05,0.049,,B,2,,,,0,0,
Butte CSA,"25 County Center Drive, Oroville, CA 95965",Butte CSA 21 Skansen Ponds and Rocky Bluffs,"7 County Center Drive, Oroville, CA 95965",39.709478,-121.736667,Wastewater Treatment Facility,4952,Butte,5R,WDRMUNIOTH,Active,Enrollee - WDR,2014-0153-DWQ,5A040108001,,,08/02/2018,,2029-09-23,.023,,C,3,,,,0,0,
Richardson Springs CSD,"15850 Richardson Springs Road, Richardson Springs, CA 95973",Richardson Springs CSD,"15850 Richardson Springs Road, Chico, CA 95973",39.828303,-121.822063,Wastewater Treatment Facility,8661,Butte,5R,WDRMUNIOTH,Active,Enrollee - WDR,2014-0153-DWQ,5A041010001,,,10/11/2019,,2029-09-23,0.04,,B,2,,,,0,0,
Rick & Cathy Bowling,"Po Box 2308, Laguna Hills, CA 92654",Chico Mobile Country Club WWTP,"1901 Dayton Place, Chico, CA 95926",39.70168,-121.84642,Wastewater Treatment Facility,6515(+),Butte,5R,WDRMUNILRG,Active,Enrollee - WDR,2014-0153-DWQ,5A041015001,,,02/24/2017,,2027-03-01,.05,,B,2,,,,0,0,
Casa Del Rey HA,"1750 Humboldt Road, Chico, CA 95928",Casa Del Rey HA,"4413 Sierra Del Sol Road, Paradise, CA 95969",39.702082,-121.574156,Wastewater Treatment Facility,6514,Butte,5R,WDRMUNIOTH,Active,Enrollee - WDR,2014-0153-DWQ,5A041020001,,,08/11/2017,,2032-08-01,0.0045,,C,3,,,,0,0,
Creekside Village TIC,"711 East Imperial Highway 200, Brea, CA 92821",Creekside Village,"3549 Esplanade, Chico, CA 95973",39.78034,-121.88911,Wastewater Treatment Facility,6512,Butte,5R,WDRMUNIOTH,Active,WDR,96-132,5A041025001,,05/03/1996,05/03/1996,,2006-04-30,0.049,,C,2,,,,0,0,
Amir Daliri,"15430 Hwy 99 Highway Bldg C, Chico, CA 95973",Toribio Gutierrez Sewage Ponds,"15430 Hwy 99, Chico, CA 95926",39.851869,-121.947628,Wastewater Treatment Facility,5154,Butte,5R,WDRMUNIOTH,Active,Enrollee - WDR,2014-0153-DWQ,5A041034001,,,10/04/2018,,2029-09-23,0.045,,C,3,,,,0,0,
The Villas At Butte Creek HA,"9506 Villon Court, Durham, CA 95938",The Villas at Butte Creek WWTP,"Estates Drive, Chico, CA 95928",39.6894,-121.77431,Wastewater Treatment Facility,4952,Butte,5R,"WDR, WDRMUNIOTH",Active,Enrollee - WDR,2014-0153-DWQ,5A04NC00001,,,06/01/2018,,2029-09-23,0.0049,,C,3,,,,0,0,
James Barger,"13961 Lindberg Circle, Chico, CA 95973",Pheasant Landing III HA WWTP,,39.8017,-121.89115,Wastewater Treatment Facility,4952,,5R,WDRMUNIOTH,Active,Enrollee - WDR,2014-0153-DWQ,5A04NC00003,,,02/20/2020,,2029-09-23,0.007,,C,3,,,,0,0,
Biggs City,"Po Box 307, Biggs, CA 95917",City of Biggs WWTP,"3016 Sixth Street, Biggs, CA 95917",39.413736,-121.710953,Wastewater Treatment Facility,4952,Butte,5R,"NPDMUNIOTH, WDRMUNIOTH",Active,WDR,R5-2020-0008,5A04NC00067,,02/20/2020,02/20/2020,,2030-02-20,.37,Minor,B,2,,,,0,0,
Arbuckle PUD,"Po Box 207, Arbuckle, CA 95912",Arbuckle WWTP,"Bailey Road, Arbuckle, CA 95912",39.02995,-122.05737,Wastewater Treatment Facility,4952,Colusa,5S,WDRMUNILRG,Active,WDR,93-208,5A060100001,,10/22/1993,10/22/1993,,2003-10-22,.5,,B,2,,,,6,52,
Colusa City,"425 Webster Street, Colusa, CA 95932",City of Colusa WWTP,"2820 Will S Green Avenue, Colusa, CA 95932",39.197222,-122.283333,Wastewater Treatment Facility,4952,Colusa,5S,"NPDMUNIOTH, REC",Active,NPDES Permit,R5-2022-0020,5A060101001,CA0078999,04/21/2022,06/01/2022,,2027-05-31,0.70,Minor,B,2,,,,16,81,
Williams City,"Po Box 310, Williams, CA 95987",Williams WWTP,"700 B Street, Williams, CA 95987",39.1675,-122.153611,Wastewater Treatment Facility,4952,Colusa,5S,NPDMUNIOTH,Active,Enrollee - NPDES,R5-2023-0025,5A060103001,CAC433345,06/28/2019,08/01/2019,,2028-10-01,0.5,Minor,A,2,,,,13,82,
Princeton Water Works Dist,"Po Box 224, Princeton, CA 95970",Princeton WWTP,"Argo Street, Princeton, CA 95970",39.40043,-122.01724,Wastewater Treatment Facility,4952,Colusa,5S,"WDR, WDRMUNIOTH",Active,WDR,94-013,5A060104001,,01/28/1994,01/28/1994,,2004-01-27,.04,,B,2,,,,0,0,
CA Dept of Trans D3,"703 B Street, Marysville, CA 95901",Maxwell Roadside Rest Station,"Hwy 5, Colusa (County), CA 95917",39.362,-121.87976,Wastewater Treatment Facility,4952,Butte,5S,"WDR, WDRMUNIOTH",Active,Enrollee - WDR,2014-0153-DWQ,5A060800001,,,07/11/2019,,2029-09-23,0.033,,C,3,,,,0,0,
Maxwell PUD,"Po Box 294, Maxwell, CA 95955",Maxwell PUD WWTF,"Intersection of East Ave and South Ave, Maxwell, CA 95955",39.26831,-122.18388,Wastewater Treatment Facility,4952,Colusa,5S,"NPDMUNIOTH, WDRMUNILRG",Active,WDR,R5-2009-0109,5A06NC00010,,10/08/2009,10/08/2009,,2019-10-07,.22,Minor,B,2,,,,1,15,
Placerville City,"3101 Center Street, Placerville, CA 95667-5607",Hangtown Creek WRF,"2300 Coolwater Creek Road, Placerville, CA 95667",38.7317504,-120.8476377,Wastewater Treatment Facility,4952,El Dorado,5S,"NPDMUNILRG, SLIC",Active,Enrollee - NPDES,R5-2023-0025,5A090100001,CAC439621,06/19/2020,08/01/2020,,2028-10-01,2.3,Major,B,2,,,,7,8,
El Dorado Irrigation District,"2890 Mosquito Road, Placerville, CA 95667-4700",Gold Ridge Forest Unit 3,"Sly Park, Pollock Pines, CA 95726",38.7332,-120.57118,Wastewater Treatment Facility,4952,El Dorado,5S,"WDR, WDRMUNIENROTH, WDRMUNIOTH",Active,Enrollee - WDR,2014-0153-DWQ,5A090102008,,,08/06/2019,,2029-09-23,0.0125,,C,3,,,,0,0,
American River Resort,"Po Box 435, Coloma, CA 95613",American River Resort WWTP,"6019 New River Road, Coloma, CA 95613",38.79886,-120.88596,Wastewater Treatment Facility,4952,El Dorado,5S,"WDR, WDRMUNIOTH",Active,WDR,88-170,5A090102009,,09/23/1988,09/23/1988,,2003-09-20,.0036,,B,3,,,,0,0,
El Dorado Irrigation District,"2890 Mosquito Road, Placerville, CA 95667-4700",Camino Heights WWTP,"Camino Heights Drive, Camino, CA 95709",38.73313,-120.71487,Wastewater Treatment Facility,4952,El Dorado,5S,"WDR, WDRMUNIOTH",Active,WDR,R5-2012-0045,5A090102010,,06/08/2012,06/08/2012,,2022-06-08,.06,,B,2,,,,0,0,
El Dorado Irrigation District,"2890 Mosquito Road, Placerville, CA 95667-4700",Lift Station Equalization Pond,"End of South Street, El Dorado, CA 95623",38.79537,-120.94956,Wastewater Treatment Facility,4952,El Dorado,5S,WDRMUNIOTH,Active,WDR,5-00-086,5A090102012,,04/28/2000,04/28/2000,,2010-04-28,.049,,B,2,,,,0,0,
"Gold Beach Manufactured Housing Community, LLC","6653 Embarcadero Drive C, Stockton, CA 95219",Gold Beach Park,"8201 Hwy 49, Box #5, El Dorado, CA 95623",38.74264,-120.43576,Wastewater Treatment Facility,7033,El Dorado,5S,WDRMUNIOTH,Active,WDR,90-055,5A091003001,,02/23/1990,02/23/1990,,2005-02-19,.0055,,B,3,,,,0,0,
Georgetown Divide PUD,"Po Box 4240, Georgetown, CA 95634",Auburn LK Onsite WW Disp,"1.5 Miles E OF Cool, on Hwy 49, Cool, CA 95614",38.88802,-121.01623,Wastewater Treatment Facility,4952,El Dorado,5S,"WDR, WDRMUNIOTH",Active,WDR,R5-2002-0031,5A091007001,,03/01/2002,03/01/2002,,2012-03-01,.0718,,B,2,,,,0,0,
Northern California Conference of Seven Day Adventist,"Po Box 23165, Pleasant Hills, CA 94523",Leoni Meadows Retreat Camp,"6100 Leoni Road, Grizzley Flats, CA 95636",38.620798,-120.494032,Wastewater Treatment Facility,70,El Dorado,5S,"WDR, WDRMUNIOTH",Active,WDR,88-044,5A091103001,,03/31/1989,03/31/1989,,2004-03-27,.018,,C,3,,,,0,0,
El Dorado Irrigation District,"2890 Mosquito Road, Placerville, CA 95667-4700",EID Master Reclamation Permit,"1565 Deer Creek, Cameron Park, CA 95682",38.635166,-120.984315,Wastewater Treatment Facility,4952,El Dorado,5S,WDRMUNILRG,Active,WDR,5-01-146,5A09NC00002,,06/14/2001,06/14/2001,,2011-06-14,4.5,,B,2,,,,5,9,
"Cool Village Investments, LLC","4190 Douglas Boulevard 400, Granite Bay, CA 95746",Cool Village WWTF,"Cool, CA 95614",38.88802,-121.01623,Wastewater Treatment Facility,4952,El Dorado,5S,WDRMUNIOTH,Active,WDR,R5-2003-0023,5A09NC00009,,01/31/2003,01/31/2003,,2013-01-31,.006,,B,2,,,,0,0,
Willows City,"201 North Lassen Street, Willows, CA 95988",Willows WWTP,"1600 South Tehama, Willows, CA 95988",39.502178,-122.192433,Wastewater Treatment Facility,4952,Glenn,5R,"NPDESWW, NPDMUNILRG, SLIC",Active,Enrollee - NPDES,R5-2023-0025,5A110101001,CAC447786,,10/02/2023,,2028-10-01,1.2,"Major, Minor",A,2,,,,2,1,
Hamilton City CSD,"Po Box 116, Hamilton City, CA 95951",Hamilton City CSD WWTP,"98 Sacramento Avenue, Hamilton City, CA 95951",39.740081,-121.997972,Wastewater Treatment Facility,4952,Glenn,5R,WDRMUNILRG,Active,WDR,R5-1998-081,5A110103001,,04/17/1998,04/17/1998,,2008-04-14,.5,,B,2,,,,0,0,
Clearlake Oaks Cnty Water Dist,"Po Box 709, Clearlake Oaks, CA 95423",Clearlake Oaks Co WTR Dis WWTP,"13705 Jensen Road, Clearlake Oaks, CA 95423",39.01532,-122.65479,Wastewater Treatment Facility,4952,Lake,SB,"SLIC, WDR, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5A170100002,,,07/09/2020,,,,,,,,,,2,3,
"Kelseyville Cnty Waterworks, District 3","230a Main Street, Lakeport, CA 95453",Lake Cnty SD Kelseyville WWD No. 3 Kelseyville WWTF,"4395 Gaddy Lane, Kelseyville, CA 95451",38.99126,-122.83065,Wastewater Treatment Facility,4952,Lake,5S,WDRMUNILRG,Active,WDR,R5-2009-0023,5A170101001,,02/05/2009,02/05/2009,,2019-02-05,0.31,,B,2,,,,3,16,
Lake Cnty,"333 North Second Street 309, Lakeport, CA 95453",Southeast Regional WW System,"2485 Old Hwy 53, Clearlake, CA 95422",38.98605,-122.62709,Wastewater Treatment Facility,4952,Lake,SB,"SLIC, WDR, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5A170102002,,,07/09/2020,,,,,,,,,,2,24,
Lakeport City Municipal Sewer District,"225 Park Street, Lakeport, CA 95453",Lakeport City WWTP,"795 Linda Lane, Lakeport, CA 95453",39.01478,-122.92353,Wastewater Treatment Facility,4952,Lake,5S,"WDR, WDRMUNILRG",Active,WDR,R5-2012-0025,5A170103001,,03/30/2012,03/30/2012,,2022-03-30,0.53,,B,2,,,,2,6,
Lake Cnty,"333 North Second Street 309, Lakeport, CA 95453",NW Regional Waste Disp Fac,"1155 Whalen Way, Lakeport, CA 95453",39.11406,-122.92255,Wastewater Treatment Facility,4952,Lake,5S,"WDR, WDRMUNILRG",Active,WDR,5-01-111,5A170104001,,05/11/2001,05/11/2001,,2006-05-11,2,,B,2,,,,2,8,
Lake Cnty,"333 North Second Street 309, Lakeport, CA 95453",Middletown STP (SD 2-2),"20126 Hwy 175, Middletown, CA 95461",38.76915,-122.6513,Wastewater Treatment Facility,4952,Lake,5S,"WDR, WDRMUNILRG",Active,WDR,97-249,5A170111001,,12/05/1997,12/05/1997,,2007-12-05,.15,,B,2,,,,2,28,
Russell Hamel Clear Lake Resort  Services LLC Dba Konocti Harbor Resort,"8727 Soda Bay Road, Kelseyville, CA 95451",Konocti Harbor Resort,"8727 Soda Bay Road, Kelseyville, CA 95451",38.98526,-122.74074,Wastewater Treatment Facility,7011,Lake,5S,WDRMUNILRG,Active,WDR,R5-2002-0157,5A171014002,CA0083551,09/06/2002,10/24/2008,,2023-10-24,.288,,C,3,,,,1,1,
Los Brez Park Mutual Water Company,"9595 Windflower Point, Clearlake, CA 95422",Windflower Point STP,"9597 Windflower Point, Clearlake, CA 95422",39.00772,-122.7307,Wastewater Treatment Facility,4952,Lake,5S,"WDR, WDRMUNIOTH",Active,WDR,5-00-026,5A171018001,,01/27/2000,01/27/2000,,2010-01-27,.015,,C,2,,,,0,0,
Hidden Valley Lake CSD,"19400 Hartman Road, Middletown, CA 95467",Hidden Valley Lake WRF,"18896 Grange Road, Middletown, CA 95461",38.77239,-122.56625,Wastewater Treatment Facility,4952,Lake,5S,"WDR, WDRMUNILRG",Active,WDR,5-00-019,5A171034001,,01/27/2000,01/27/2000,,2010-01-27,.894,,C,2,,,,2,19,
Hoberg's Historical Association,"Po Box 1714, Middletown, CA 95461",Hoberg's Resort,"15205 Hwy 175, Cobb, CA 95426",38.84168,-122.72446,Wastewater Treatment Facility,4952,Lake,5S,WDRMUNIOTH,Active,WDR,R5-2004-0085,5A171038001,,06/04/2004,06/04/2004,,2019-06-04,.0093,,C,3,,,,0,0,
Lassen Co Waterworks Dist #1,"Po Box 363, Bieber, CA 96009",Bieber STP,"East 299 Highway, Bieber, CA 96009",41.115775,-121.137611,Wastewater Treatment Facility,4952,Lassen,5R,"WDRMUNILRG, WDRMUNIOTH",Active,Enrollee - WDR,2014-0153-DWQ,5A180100001,,,07/31/2015,,2031-08-01,0.040,,C,3,,,,1,1,
Westwood CSD,"Po Box 319, Westwood, CA 96137",Westwood STP,"First & Fir Street, Westwood, CA 96137",40.294961,-121.013683,Wastewater Treatment Facility,4952,Lassen,5R,WDRMUNILRG,Active,WDR,R5-2019-0061,5A180102001,,06/07/2019,06/07/2019,,2029-06-07,0.333,,B,2,,,,0,0,
Alturas City,"200 West North Street, Alturas, CA 96101",Alturas Municipal WWTP,"20099 CR 54 Road, Alturas, CA 96101",41.483391,-120.543491,Wastewater Treatment Facility,4952,Modoc,5R,NPDMUNIOTH,Active,NPDES Permit,R5-2020-0004,5A250100001,CA0078921,03/18/2020,04/01/2020,,2024-03-31,0.5,Minor,B,3,,,,20,221,
Adin CSD,"Po Box 64, Adin, CA 96006",Adin CSD,"Hwy 139 Highway, Adin, CA 96006",41.18548,-120.94687,Wastewater Treatment Facility,4952,Modoc,5R,WDRMUNIOTH,Active,Enrollee - WDR,2014-0153-DWQ,5A250101001,,,12/11/2015,,2031-12-01,0.025,,C,3,,,,0,0,
California Pines CSD,"Hcr 4 Box 43002, Alturas, CA 96101",California Pines CSD,"CR 71, Alturas, CA 96101",41.349544,-120.731728,Wastewater Treatment Facility,4952,Modoc,5R,"SSOMUNISML, WDRMUNIOTH",Active,Enrollee - WDR,2014-0153-DWQ,5A250102001,,,03/20/2018,,2031-12-02,.048,,C,3,,,,1,1,
Napa Berryessa Resort IMP Dist,"1195 Third Street 201, Napa, CA 94559-3092",Napa Berryessa WTF,"1465 Steele Canyon Road, Napa, CA 94558",38.509,-122.197,Wastewater Treatment Facility,4952,Napa,5S,WDRMUNILRG,Active,WDR,R5-2013-0065,5A280103002,,05/31/2013,05/31/2013,,2023-05-30,.15,,B,2,,,,2,15,
Circle Oaks Cnty Water Dist,"380 Circle Oaks Drive, Napa, CA 94559",Circle Oaks WWTF,"Monticello Road, Napa, CA 94558",38.41247,-122.20211,Wastewater Treatment Facility,4952,Napa,5S,"WDR, WDRMUNIOTH",Active,Enrollee - WDR,2014-0153-DWQ,5A280106001,,,11/25/2025,,2029-09-23,.09,,C,3,,,,1,4,
Spanish Flat Water District/Monticello Public Cemetery,"Po Box 9163, Lake Berryessa, CA 94558",Spanish Flat WWT & Disposal Facility,"4340 Spanish Flat Loop Road, Napa, CA 94558",38.53625,-122.22276,Wastewater Treatment Facility,4952(+),Napa,5S,WDRMUNIOTH,Active,WDR,93-236,5A280108001,,12/03/1993,12/03/1993,,2003-12-01,.025,,B,2,,,,1,3,
USDI Bureau of Reclamation Napa,"5520 Knoxville Road, Napa, CA 94558",Admin Center & Oak Shores Day Use Area,"5520 Knoxville Road, Napa, CA 94558",38.55074,-122.22914,Wastewater Treatment Facility,4952,Napa,5S,"WDR, WDRMUNIOTH",Active,Enrollee - WDR,2014-0153-DWQ,5A280700001,,,06/21/2018,,2029-09-23,.003,,C,3,,,,0,0,
Berryessa Pines & Spanish Flat,"Po Box 9163, Napa, CA 94558",Berryessa Pines WWTF,"4326 Knoxville, Napa, CA 94558",38.533295,-122.227678,Wastewater Treatment Facility,4952,Napa,5S,"WDR, WDRMUNIOTH",Active,WDR,5-00-200,5A281001001,,09/15/2000,09/15/2000,,2010-09-15,.014,,B,2,,,,1,1,
Grass Valley City,"125 East Main Street, Grass Valley, CA 95945-6505",Grass Valley City WWTP,"556 C Freeman Lane, Grass Valley, CA 95949",39.20571,-121.06859,Wastewater Treatment Facility,4952,Nevada,5S,"NPDMUNILRG, SLIC",Active,Enrollee - NPDES,R5-2023-0025,5A290100001,CAG585001,,02/01/2022,,2028-10-01,2.78,Major,A,2,,,,19,34,
Nevada City,"317 Broad Street, Nevada City, CA 95959",Nevada City WWTP,"650 Jordan Street, Nevada City, CA 95959",39.25975,-121.03075,Wastewater Treatment Facility,4952,Nevada,5S,NPDMUNIOTH,Active,NPDES Permit,R5-2022-0039,5A290101001,CA0079901,06/10/2022,08/01/2022,,2027-07-31,.69,Minor,B,2,,,,11,59,
Pleasant Ridge Union School District,"22580 Kingston Lane, Grass Valley, CA 95949",Pleasant Ridge Elementary School WWTP,"16229 Duggan Road, Grass Valley, CA 95949",39.07406,-121.11212,Wastewater Treatment Facility,8211,Nevada,5S,"WDR, WDRMUNIOTH, WDRNONMUNIPRCS",Active,Enrollee - WDR,2014-0153-DWQ,5A290103001,,,02/17/2022,,2029-09-23,0.005,,C,3,,,,0,0,
Nevada CSD No 1,"950 Maidu Avenue, Nevada City, CA 95959",Lake Wildwood WWTP,"12622 Pleasant Valley Road, Penn Valley, CA 95946",39.231055,-121.21842,Wastewater Treatment Facility,4952,Nevada,5S,"NPDMUNILRG, NPDMUNIOTH",Active,Enrollee - NPDES,R5-2023-0025,5A290104001,CAC439953,,08/01/2020,,2028-10-01,0.69,"Major, Minor",B,2,,,,9,18,
Nevada CSD No 1,"950 Maidu Avenue, Nevada City, CA 95959",Lake of the Pines WWTP,"10903 Riata Way, Auburn, CA 95602",39.03414,-121.08119,Wastewater Treatment Facility,4952,Nevada,5S,NPDMUNIOTH,Active,Enrollee - NPDES,R5-2023-0025,5A290104003,CAC439955,,08/01/2020,,2028-10-01,0.72,Minor,B,2,,,,11,33,
Nevada CSD No 1,"950 Maidu Avenue, Nevada City, CA 95959",Penn Valley WWTP,"12382 Spenceville Road, Penn Valley, CA 95946",39.17526,-121.19634,Wastewater Treatment Facility,4952,Nevada,5S,"WDR, WDRMUNIOTH",Active,WDR,5-01-210,5A290104006,,09/06/2001,09/06/2001,,2016-09-05,.09,,B,3,,,,0,0,
Donner Summit Public Utilities District,"Po Box 610, Soda Springs, CA 95728",Donner Summit PUD WWTP,"53823 Sherritt Lane, Soda Springs, CA 96161",39.32606,-120.39329,Wastewater Treatment Facility,4952,Nevada,5S,"NPDMUNIOTH, REC, WDRNONMUNIPRCS",Active,Enrollee - WDR,2016-0068-DDW,5A290105001,,,01/22/2023,,2026-08-05,0.52,Minor,C,3,,,,10,27,
Nevada ID,"Po Box 1019, Grass Valley, CA 95945",Rollins Reservoir Rec Areas,"Rollins Reservoir, Grass Valley, CA 95945",39.16461,-120.95246,Wastewater Treatment Facility,7033,Nevada,5S,"WDR, WDRMUNIOTH",Active,WDR,90-080,5A290106001,,04/23/1990,04/23/1990,,2000-04-22,.026,,B,2,,,,0,0,
Nevada ID,"Po Box 1019, Grass Valley, CA 95945",Scotts Flat Reservoir Rec Area,"23333 Scotts Flat Road, Nevada City, CA 95959",39.27814,-120.9389,Wastewater Treatment Facility,7033,Nevada,5S,"WDR, WDRMUNIOTH",Active,WDR,90-079,5A290106002,,03/23/1990,03/23/1990,,2000-03-20,.008,,B,2,,,,0,0,
Nevada CSD No 1,"950 Maidu Avenue, Nevada City, CA 95959",North San Juan WW Facility,"North End of San Francisco Street, North San Juan, CA 95960",39.37169,-121.10391,Wastewater Treatment Facility,4952,Nevada,5S,WDRMUNIOTH,Active,WDR,87-190,5A290107001,,10/23/1987,10/23/1987,,2002-10-19,.024,,C,3,,,,1,1,
